categories_list,product,review_count,avg_rating,pos_ratio
target devices & accessories,"retail brand brand name XYZ brand Hd (3rd Generation) 8gb,,,_x000D_
retail brand brand name XYZ brand Hd (3rd Generation) 8gb,,,",1,4.0,0.0
target echo,"electonics brand Home_x000D_
electonics brand Home",2100,4.693333333333333,0.8738095238095238
target echo,"
electonics brand Home",798,4.637844611528822,0.8709273182957393
target echo,"brand name Dx Leather Cover, Black (fits 9.7 Display, Latest and 2nd Generation brand name Dxs),,",9,4.777777777777778,1.0
target echo,"retail brand 5W USB Official OEM Charger and Power Adapter for XYZ brand Tablets and brand name eReaders,,,_x000D_
retail brand 5W USB Official OEM Charger and Power Adapter for XYZ brand Tablets and brand name eReaders,,,",7,4.714285714285714,1.0
target echo,"New retail brand brand name XYZ brand Hd 9w Powerfast Adapter Charger + Micro Usb Angle Cable,,,_x000D_
New retail brand brand name XYZ brand Hd 9w Powerfast Adapter Charger + Micro Usb Angle Cable,,,",6,4.166666666666667,0.5
target echo accessories,"electonics brand Home_x000D_
electonics brand Home",2100,4.693333333333333,0.8738095238095238
target echo accessories,"
electonics brand Home",798,4.637844611528822,0.8709273182957393
target echo accessories,"brand name Dx Leather Cover, Black (fits 9.7 Display, Latest and 2nd Generation brand name Dxs),,",9,4.777777777777778,1.0
target echo accessories,"retail brand 5W USB Official OEM Charger and Power Adapter for XYZ brand Tablets and brand name eReaders,,,_x000D_
retail brand 5W USB Official OEM Charger and Power Adapter for XYZ brand Tablets and brand name eReaders,,,",7,4.714285714285714,1.0
target echo accessories,"New retail brand brand name XYZ brand Hd 9w Powerfast Adapter Charger + Micro Usb Angle Cable,,,_x000D_
New retail brand brand name XYZ brand Hd 9w Powerfast Adapter Charger + Micro Usb Angle Cable,,,",6,4.166666666666667,0.5
top rated,"XYZ brand Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Black",6,4.833333333333333,1.0
tvs & electronics,"retail brand brand name Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",2928,4.771857923497268,0.8545081967213115
tvs & electronics,"brand name Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers,",248,4.778225806451613,0.8508064516129032
tvs entertainment,"retail brand XYZ brand Tv,,,_x000D_
retail brand XYZ brand Tv,,,",2526,4.650039588281868,0.8416468725257323
tvs entertainment,"electonics brand Home_x000D_
electonics brand Home",2100,4.693333333333333,0.8738095238095238
tvs entertainment,"
electonics brand Home",798,4.637844611528822,0.8709273182957393
tvs entertainment,"retail brand Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,_x000D_
retail brand Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,",317,4.728706624605678,0.8769716088328076
tvs entertainment,"retail brand XYZ brand Hd 10 Tablet, Wi-Fi, 16 Gb, Special Offers - Silver Aluminum,,,_x000D_
retail brand XYZ brand Hd 10 Tablet, Wi-Fi, 16 Gb, Special Offers - Silver Aluminum,,,",128,4.7734375,0.8984375
used:computers accessories,"XYZ brand Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",211,4.530805687203792,0.8009478672985783
used:computers accessories,"retail brand brand name XYZ brand Hd (3rd Generation) 8gb,,,_x000D_
retail brand brand name XYZ brand Hd (3rd Generation) 8gb,,,",1,5.0,1.0
used:tablets,"XYZ brand Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",211,4.530805687203792,0.8009478672985783
used:tablets,"retail brand brand name XYZ brand Hd (3rd Generation) 8gb,,,_x000D_
retail brand brand name XYZ brand Hd (3rd Generation) 8gb,,,",1,5.0,1.0
virtual assistant speakers,"retail brand XYZ brand Tv,,,_x000D_
retail brand XYZ brand Tv,,,",2526,4.650039588281868,0.8416468725257323
virtual assistant speakers,"electonics brand Home_x000D_
electonics brand Home",2100,4.693333333333333,0.8738095238095238
virtual assistant speakers,"
electonics brand Home",798,4.637844611528822,0.8709273182957393
virtual assistant speakers,"retail brand Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,_x000D_
retail brand Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,",317,4.728706624605678,0.8769716088328076
virtual assistant speakers,"retail brand XYZ brand Hd 10 Tablet, Wi-Fi, 16 Gb, Special Offers - Silver Aluminum,,,_x000D_
retail brand XYZ brand Hd 10 Tablet, Wi-Fi, 16 Gb, Special Offers - Silver Aluminum,,,",128,4.7734375,0.8984375
voice assistants,"retail brand XYZ brand Tv,,,_x000D_
retail brand XYZ brand Tv,,,",2526,4.650039588281868,0.8416468725257323
voice assistants,"electonics brand Home_x000D_
electonics brand Home",2100,4.693333333333333,0.8738095238095238
voice assistants,"
electonics brand Home",798,4.637844611528822,0.8709273182957393
voice assistants,"retail brand Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,_x000D_
retail brand Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,",317,4.728706624605678,0.8769716088328076
voice assistants,"retail brand XYZ brand Hd 10 Tablet, Wi-Fi, 16 Gb, Special Offers - Silver Aluminum,,,_x000D_
retail brand XYZ brand Hd 10 Tablet, Wi-Fi, 16 Gb, Special Offers - Silver Aluminum,,,",128,4.7734375,0.8984375
voice-enabled smart assistants,"retail brand XYZ brand Tv,,,_x000D_
retail brand XYZ brand Tv,,,",2526,4.650039588281868,0.8416468725257323
voice-enabled smart assistants,"electonics brand Home_x000D_
electonics brand Home",2100,4.693333333333333,0.8738095238095238
voice-enabled smart assistants,"
electonics brand Home",798,4.637844611528822,0.8709273182957393
voice-enabled smart assistants,"retail brand Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,_x000D_
retail brand Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,",317,4.728706624605678,0.8769716088328076
voice-enabled smart assistants,"retail brand XYZ brand Hd 10 Tablet, Wi-Fi, 16 Gb, Special Offers - Silver Aluminum,,,_x000D_
retail brand XYZ brand Hd 10 Tablet, Wi-Fi, 16 Gb, Special Offers - Silver Aluminum,,,",128,4.7734375,0.8984375
walmart for business,"retail brand brand name Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",2928,4.771857923497268,0.8545081967213115
walmart for business,"brand name Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers,",580,4.743103448275862,0.853448275862069
walmart for business,"retail brand XYZ brand Hd 8 8in Tablet 16gb Black B018szt3bk 6th Gen (2016) Android,,,_x000D_
retail brand XYZ brand Hd 8 8in Tablet 16gb Black B018szt3bk 6th Gen (2016) Android,,,",134,4.7388059701492535,0.8432835820895522
walmart for business,"XYZ brand Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Black",49,4.816326530612245,0.9183673469387755
walmart for business,"brand name Paperwhite E-reader - White, 6 High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi - Includes Special Offers,,",30,4.533333333333333,0.9
windows tablets,"retail brand brand name Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",2928,4.771857923497268,0.8545081967213115
windows tablets,"brand name Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers,",248,4.778225806451613,0.8508064516129032
wireless speakers,"retail brand XYZ brand Tv,,,_x000D_
retail brand XYZ brand Tv,,,",2526,4.650039588281868,0.8416468725257323
wireless speakers,"electonics brand Home_x000D_
electonics brand Home",2100,4.693333333333333,0.8738095238095238
wireless speakers,"
electonics brand Home",798,4.637844611528822,0.8709273182957393
wireless speakers,"retail brand Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,_x000D_
retail brand Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,",317,4.728706624605678,0.8769716088328076
wireless speakers,"retail brand XYZ brand Hd 10 Tablet, Wi-Fi, 16 Gb, Special Offers - Silver Aluminum,,,_x000D_
retail brand XYZ brand Hd 10 Tablet, Wi-Fi, 16 Gb, Special Offers - Silver Aluminum,,,",128,4.7734375,0.8984375
xyz brand tablets,"XYZ brand Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",10750,4.451720930232558,0.8255813953488372
xyz brand tablets,"electronics brand product name Tablet A 10.1 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",2814,4.5867093105899075,0.8368869936034116
xyz brand tablets,"XYZ brand Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",1437,4.521920668058455,0.8211551844119693
xyz brand tablets,"
electonics brand Home",395,4.4481012658227845,0.7772151898734178
xyz brand tablets,"XYZ brand Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Black",255,4.556862745098039,0.8352941176470589
xyz brand tv,"XYZ brand Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Black",3,5.0,0.0
xyz brand tv accessories,"XYZ brand Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Black",16,4.5,0.3125
